dummy index,Johnson Controls Name,BACnet Name,BACnet Description,BACnet Unit,Ground Truth Point Type,Point Ref,Location,Equipment Type,Equipment Ref,Equipment Subsystems,Building,Comments,BACnet Type Str
1824,EBU3B.RM-3118..ACTCLGSP,NAE 06 N2 2 VMA112 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3118,VAV,112,VAV -> Rm_3118,EBU3B,,Analog Input
1840,EBU3B.RM-3119..ACTCLGSP,NAE 06 N2 2 VMA102 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3119,VAV,102,VAV -> Rm_3119,EBU3B,,Analog Input
1857,EBU3B.RM-3121..ACTCLGSP,NAE 06 N2 2 VMA127 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3121,VAV,127,VAV -> Rm_3121,EBU3B,,Analog Input
1873,EBU3B.RM-3122..ACTCLGSP,NAE 06 N2 2 VMA111 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3122,VAV,111,VAV -> Rm_3122,EBU3B,,Analog Input
1889,EBU3B.RM-3126..ACTCLGSP,NAE 06 N2 2 VMA110 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3126,VAV,110,VAV -> Rm_3126,EBU3B,,Analog Input
1905,EBU3B.RM-3127..ACTCLGSP,NAE 06 N2 2 VMA122 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3127,VAV,122,VAV -> Rm_3127,EBU3B,,Analog Input
1922,EBU3B.RM-3128..ACTCLGSP,NAE 06 N2 2 VMA109 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3128,VAV,109,VAV -> Rm_3128,EBU3B,,Analog Input
1937,EBU3B.RM-3130..ACTCLGSP,NAE 06 N2 2 VMA108 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3130,VAV,108,VAV -> Rm_3130,EBU3B,,Analog Input
1953,EBU3B.RM-3132..ACTCLGSP,NAE 06 N2 2 VMA107 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3132,VAV,107,VAV -> Rm_3132,EBU3B,,Analog Input
1969,EBU3B.RM-3134..ACTCLGSP,NAE 06 N2 2 VMA106 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3134,VAV,106,VAV -> Rm_3134,EBU3B,,Analog Input
1985,EBU3B.RM-3136..ACTCLGSP,NAE 06 N2 2 VMA105 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3136,VAV,105,VAV -> Rm_3136,EBU3B,,Analog Input
2001,EBU3B.RM-3138..ACTCLGSP,NAE 06 N2 2 VMA104 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3138,VAV,104,VAV -> Rm_3138,EBU3B,,Analog Input
2017,EBU3B.RM-3140..ACTCLGSP,NAE 06 N2 2 VMA 101 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3140,VAV,101,VAV -> Rm_3140,EBU3B,,Analog Input
2034,EBU3B.RM-3142..ACTCLGSP,NAE 06 N2 2 VMA126 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3142,VAV,126,VAV -> Rm_3142,EBU3B,,Analog Input
2051,EBU3B.RM-3144..ACTCLGSP,NAE 06 N2 2 VMA125 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3144,VAV,125,VAV -> Rm_3144,EBU3B,,Analog Input
2068,EBU3B.RM-3146..ACTCLGSP,NAE 06 N2 2 VMA124 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3146,VAV,124,VAV -> Rm_3146,EBU3B,,Analog Input
2085,EBU3B.RM-3148..ACTCLGSP,NAE 06 N2 2 VMA123 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3148,VAV,123,VAV -> Rm_3148,EBU3B,,Analog Input
2102,EBU3B.RM-3150..ACTCLGSP,NAE 06 N2 2 VMA121 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3150,VAV,121,VAV -> Rm_3150,EBU3B,,Analog Input
2119,EBU3B.RM-3152..ACTCLGSP,NAE 06 N2 2 VMA120 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3152,VAV,120,VAV -> Rm_3152,EBU3B,,Analog Input
2136,EBU3B.RM-3154..ACTCLGSP,NAE 06 N2 2 VMA103 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3154,VAV,103,VAV -> Rm_3154,EBU3B,,Analog Input
2154,EBU3B.RM-3200A..ACTCLGSP,NAE 06 N2 1 VMA158 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3200A,VAV,158,VAV -> Rm_3200A,EBU3B,,Analog Input
2170,EBU3B.RM-3200B..ACTCLGSP,NAE 06 N2 1 VMA183 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3200B,VAV,183,VAV -> Rm_3200B,EBU3B,,Analog Input
2186,EBU3B.RM-3202..ACTCLGSP,NAE 06 N2 1 VMA160 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3202,VAV,160,VAV -> Rm_3202,EBU3B,,Analog Input
2202,EBU3B.RM-3203..ACTCLGSP,NAE 06 N2 1 VMA181 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3203,VAV,181,VAV -> Rm_3203,EBU3B,,Analog Input
2218,EBU3B.RM-3205..ACTCLGSP,NAE 06 N2 1 VMA159 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3205,VAV,159,VAV -> Rm_3205,EBU3B,,Analog Input
2234,EBU3B.RM-3207..ACTCLGSP,NAE 06 N2 1 VMA162 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3207,VAV,162,VAV -> Rm_3207,EBU3B,,Analog Input
2246,EBU3B.RM-3208..ACTCLGSP,NAE 06 N2 1 VMA163 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3208,VAV,163,VAV -> Rm_3208,EBU3B,,Analog Input
2262,EBU3B.RM-3213..ACTCLGSP,NAE 06 N2 1 VMA157 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3213,VAV,157,VAV -> Rm_3213,EBU3B,,Analog Input
2279,EBU3B.RM-3214..ACTCLGSP,NAE 06 N2 1 VMA164 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3214,VAV,164,VAV -> Rm_3214,EBU3B,,Analog Input
2295,EBU3B.RM-3215..ACTCLGSP,NAE 06 N2 1 VMA182 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3215,VAV,182,VAV -> Rm_3215,EBU3B,,Analog Input
2311,EBU3B.RM-3217..ACTCLGSP,NAE 06 N2 1 VMA184 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3217,VAV,184,VAV -> Rm_3217,EBU3B,,Analog Input
2329,EBU3B.RM-3220..ACTCLGSP,NAE 06 N2 1 VMA166 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3220,VAV,166,VAV -> Rm_3220,EBU3B,,Analog Input
2345,EBU3B.RM-3221..ACTCLGSP,NAE 06 N2 1 VMA165 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3221,VAV,165,VAV -> Rm_3221,EBU3B,,Analog Input
2361,EBU3B.RM-3223..ACLG-SP,NAE 06 N2 1 VMA161 ACLG SP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3223,VAV,161,VAV -> Rm_3223,EBU3B,,Analog Input
2375,EBU3B.RM-3226..ACTCLGSP,NAE 06 N2 1 VMA167 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3226,VAV,167,VAV -> Rm_3226,EBU3B,,Analog Input
2391,EBU3B.RM-3230..ACTCLGSP,NAE 06 N2 1 VMA168 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3230,VAV,168,VAV -> Rm_3230,EBU3B,,Analog Input
2408,EBU3B.RM-3232..ACTCLGSP,NAE 06 N2 1 VMA169 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3232,VAV,169,VAV -> Rm_3232,EBU3B,,Analog Input
2425,EBU3B.RM-3236..ACTCLGSP,NAE 06 N2 1 VMA170 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3236,VAV,170,VAV -> Rm_3236,EBU3B,,Analog Input
2441,EBU3B.RM-3240..ACTCLGSP,NAE 06 N2 1 VMA171 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3240,VAV,171,VAV -> Rm_3240,EBU3B,,Analog Input
2458,EBU3B.RM-3242..ACTCLGSP,NAE 06 N2 1 VMA172 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3242,VAV,172,VAV -> Rm_3242,EBU3B,,Analog Input
2475,EBU3B.RM-3246..ACTCLGSP,NAE 06 N2 1 VMA173 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3246,VAV,173,VAV -> Rm_3246,EBU3B,,Analog Input
2491,EBU3B.RM-3250..ACTCLGSP,NAE 06 N2 1 VMA174 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3250,VAV,174,VAV -> Rm_3250,EBU3B,,Analog Input
2508,EBU3B.RM-3252..ACTCLGSP,NAE 06 N2 1 VMA175 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3252,VAV,175,VAV -> Rm_3252,EBU3B,,Analog Input
2525,EBU3B.RM-3254..ACTCLGSP,NAE 06 N2 1 VMA176 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3254,VAV,176,VAV -> Rm_3254,EBU3B,,Analog Input
2542,EBU3B.RM-3256..ACTCLGSP,NAE 06 N2 1 VMA177 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3256,VAV,177,VAV -> Rm_3256,EBU3B,,Analog Input
2559,EBU3B.RM-3258..ACTCLGSP,NAE 06 N2 1 VMA178 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3258,VAV,178,VAV -> Rm_3258,EBU3B,,Analog Input
2576,EBU3B.RM-3260..ACTCLGSP,NAE 06 N2 1 VMA179 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3260,VAV,179,VAV -> Rm_3260,EBU3B,,Analog Input
2593,EBU3B.RM-3262..ACTCLGSP,NAE 06 N2 1 VMA180 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_3262,VAV,180,VAV -> Rm_3262,EBU3B,,Analog Input
2617,EBU3B.RM-4102..ACTCLGSP,NAE 06 N2 2 VMA171 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4102,VAV,171,VAV -> Rm_4102,EBU3B,,Analog Input
2633,EBU3B.RM-4105..ACTCLGSP,NAE 06 N2 2 VMA173 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4105,VAV,173,VAV -> Rm_4105,EBU3B,,Analog Input
2651,EBU3B.RM-4106..ACTCLGSP,NAE 06 N2 2 VMA170 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4106,VAV,170,VAV -> Rm_4106,EBU3B,,Analog Input
2667,EBU3B.RM-4107..ACTCLGSP,NAE 06 N2 2 VMA172 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4107,VAV,172,VAV -> Rm_4107,EBU3B,,Analog Input
2683,EBU3B.RM-4109..ACTCLGSP,NAE 06 N2 2 VMA183 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4109,VAV,183,VAV -> Rm_4109,EBU3B,,Analog Input
2699,EBU3B.RM-4110..ACTCLGSP,NAE 06 N2 2 VMA169 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4110,VAV,169,VAV -> Rm_4110,EBU3B,,Analog Input
2715,EBU3B.RM-4111..ACTCLGSP,NAE 06 N2 2 VMA167 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4111,VAV,167,VAV -> Rm_4111,EBU3B,,Analog Input
2731,EBU3B.RM-4114..ACTCLGSP,NAE 06 N2 2 VMA168 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4114,VAV,168,VAV -> Rm_4114,EBU3B,,Analog Input
2747,EBU3B.RM-4118..ACTCLGSP,NAE 06 N2 2 VMA166 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4118,VAV,166,VAV -> Rm_4118,EBU3B,,Analog Input
2763,EBU3B.RM-4119..ACTCLGSP,NAE 06 N2 2 VMA131 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4119,VAV,131,VAV -> Rm_4119,EBU3B,,Analog Input
2780,EBU3B.RM-4121..ACTCLGSP,NAE 06 N2 2 VMA182 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4121,VAV,182,VAV -> Rm_4121,EBU3B,,Analog Input
2798,EBU3B.RM-4122..ACTCLGSP,NAE 06 N2 2 VMA165 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4122,VAV,165,VAV -> Rm_4122,EBU3B,,Analog Input
2814,EBU3B.RM-4126..ACTCLGSP,NAE 06 N2 2 VMA164 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4126,VAV,164,VAV -> Rm_4126,EBU3B,,Analog Input
2830,EBU3B.RM-4127..ACTCLGSP,NAE 06 N2 2 VMA177 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4127,VAV,177,VAV -> Rm_4127,EBU3B,,Analog Input
2842,EBU3B.RM-4128..ACTCLGSP,NAE 06 N2 2 VMA181 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4128,VAV,181,VAV -> Rm_4128,EBU3B,,Analog Input
2858,EBU3B.RM-4130..ACTCLGSP,NAE 06 N2 2 VMA163 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4130,VAV,163,VAV -> Rm_4130,EBU3B,,Analog Input
2874,EBU3B.RM-4132..ACTCLGSP,NAE 06 N2 2 VMA162 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4132,VAV,162,VAV -> Rm_4132,EBU3B,,Analog Input
2890,EBU3B.RM-4134..ACTCLGSP,NAE 06 N2 2 VMA161 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4134,VAV,161,VAV -> Rm_4134,EBU3B,,Analog Input
2906,EBU3B.RM-4136..ACTCLGSP,NAE 06 N2 2 VMA160 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4136,VAV,160,VAV -> Rm_4136,EBU3B,,Analog Input
2922,EBU3B.RM-4138..ACTCLGSP,NAE 06 N2 2 VMA159 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4138,VAV,159,VAV -> Rm_4138,EBU3B,,Analog Input
2938,EBU3B.RM-4140..ACTCLGSP,NAE 06 N2 2 VMA130 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4140,VAV,130,VAV -> Rm_4140,EBU3B,,Analog Input
2955,EBU3B.RM-4142..ACTCLGSP,NAE 06 N2 2 VMA180 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4142,VAV,180,VAV -> Rm_4142,EBU3B,,Analog Input
2972,EBU3B.RM-4144..ACTCLGSP,NAE 06 N2 2 VMA179 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4144,VAV,179,VAV -> Rm_4144,EBU3B,,Analog Input
2990,EBU3B.RM-4146..ACTCLGSP,NAE 06 N2 2 VMA178 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4146,VAV,178,VAV -> Rm_4146,EBU3B,,Analog Input
3007,EBU3B.RM-4148..ACTCLGSP,NAE 06 N2 2 VMA176 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4148,VAV,176,VAV -> Rm_4148,EBU3B,,Analog Input
3024,EBU3B.RM-4150..ACTCLGSP,NAE 06 N2 2 VMA175 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4150,VAV,175,VAV -> Rm_4150,EBU3B,,Analog Input
3041,EBU3B.RM-4152..ACTCLGSP,NAE 06 N2 2 VMA174 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4152,VAV,174,VAV -> Rm_4152,EBU3B,,Analog Input
3058,EBU3B.RM-4154..ACTCLGSP,NAE 06 N2 2 VMA132 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4154,VAV,132,VAV -> Rm_4154,EBU3B,,Analog Input
3077,EBU3B.RM-4200A..ACTCLGSP,NAE 06 N2 2 VMA133 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4200A,VAV,133,VAV -> Rm_4200A,EBU3B,,Analog Input
3093,EBU3B.RM-4202..ACTCLGSP,NAE 06 N2 2 VMA135 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4202,VAV,135,VAV -> Rm_4202,EBU3B,,Analog Input
3109,EBU3B.RM-4203..ACTCLGSP,NAE 06 N2 2 VMA155 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4203,VAV,155,VAV -> Rm_4203,EBU3B,,Analog Input
3125,EBU3B.RM-4205..ACTCLGSP,NAE 06 N2 2 VMA134 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4205,VAV,134,VAV -> Rm_4205,EBU3B,,Analog Input
3141,EBU3B.RM-4207..ACTCLGSP,NAE 06 N2 2 VMA149 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4207,VAV,149,VAV -> Rm_4207,EBU3B,,Analog Input
3153,EBU3B.RM-4208..ACTCLGSP,NAE 06 N2 2 VMA136 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4208,VAV,136,VAV -> Rm_4208,EBU3B,,Analog Input
3169,EBU3B.RM-4213..ACTCLGSP,NAE 06 N2 2 VMA129 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4213,VAV,129,VAV -> Rm_4213,EBU3B,,Analog Input
3186,EBU3B.RM-4214..ACTCLGSP,NAE 06 N2 2 VMA137 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4214,VAV,137,VAV -> Rm_4214,EBU3B,,Analog Input
3202,EBU3B.RM-4215..ACTCLGSP,NAE 06 N2 2 VMA156 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4215,VAV,156,VAV -> Rm_4215,EBU3B,,Analog Input
3220,EBU3B.RM-4217..ACTCLGSP,NAE 06 N2 2 VMA158 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4217,VAV,158,VAV -> Rm_4217,EBU3B,,Analog Input
3236,EBU3B.RM-4219..ACTCLGSP,NAE 06 N2 2 VMA144 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4219,VAV,144,VAV -> Rm_4219,EBU3B,,Analog Input
3252,EBU3B.RM-4220..ACTCLGSP,NAE 06 N2 2 VMA138 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4220,VAV,138,VAV -> Rm_4220,EBU3B,,Analog Input
3268,EBU3B.RM-4223..ACTCLGSP,NAE 06 N2 2 VMA157 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4223,VAV,157,VAV -> Rm_4223,EBU3B,,Analog Input
3280,EBU3B.RM-4226..ACTCLGSP,NAE 06 N2 2 VMA139 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4226,VAV,139,VAV -> Rm_4226,EBU3B,,Analog Input
3296,EBU3B.RM-4230..ACTCLGSP,NAE 06 N2 2 VMA140 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4230,VAV,140,VAV -> Rm_4230,EBU3B,,Analog Input
3313,EBU3B.RM-4231..ACTCLGSP,NAE 06 N2 2 VMA146 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4231,VAV,146,VAV -> Rm_4231,EBU3B,,Analog Input
3329,EBU3B.RM-4232..ACTCLGSP,NAE 06 N2 2 VMA141 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4232,VAV,141,VAV -> Rm_4232,EBU3B,,Analog Input
3346,EBU3B.RM-4236..ACTCLGSP,NAE 06 N2 2 VMA142 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4236,VAV,142,VAV -> Rm_4236,EBU3B,,Analog Input
3362,EBU3B.RM-4240..ACTCLGSP,NAE 06 N2 2 VMA143 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4240,VAV,143,VAV -> Rm_4240,EBU3B,,Analog Input
3379,EBU3B.RM-4242..ACTCLGSP,NAE 06 N2 2 VMA145 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4242,VAV,145,VAV -> Rm_4242,EBU3B,,Analog Input
3396,EBU3B.RM-4246..ACTCLGSP,NAE 06 N2 2 VMA147 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4246,VAV,147,VAV -> Rm_4246,EBU3B,,Analog Input
3412,EBU3B.RM-4250..ACTCLGSP,NAE 06 N2 2 VMA148 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4250,VAV,148,VAV -> Rm_4250,EBU3B,,Analog Input
3429,EBU3B.RM-4252..ACTCLGSP,NAE 06 N2 2 VMA150 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4252,VAV,150,VAV -> Rm_4252,EBU3B,,Analog Input
3446,EBU3B.RM-4254..ACTCLGSP,NAE 06 N2 2 VMA151 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4254,VAV,151,VAV -> Rm_4254,EBU3B,,Analog Input
3463,EBU3B.RM-4256..ACTCLGSP,NAE 06 N2 2 VMA152 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4256,VAV,152,VAV -> Rm_4256,EBU3B,,Analog Input
3480,EBU3B.RM-4258..ACTCLGSP,NAE 06 N2 2 VMA153 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4258,VAV,153,VAV -> Rm_4258,EBU3B,,Analog Input
3497,EBU3B.RM-4262..ACTCLGSP,NAE 06 N2 2 VMA154 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_4262,VAV,154,VAV -> Rm_4262,EBU3B,,Analog Input
3875,EBU3B.RM-B102C..ACTCLGSP,NAE 05 N2 1 VMA 115 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_B102C,VAV,115,VAV -> Rm_B102C,EBU3B,,Analog Input
3878,EBU3B.RM-B103..ACTCLGSP,NAE 05 N2 1 VMA 113 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_B103,VAV,113,VAV -> Rm_B103,EBU3B,,Analog Input
3890,EBU3B.RM-B103A..ACTCLGSP,NAE 05 N2 1 VMA 114 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_B103A,VAV,114,VAV -> Rm_B103A,EBU3B,,Analog Input
3904,EBU3B.RM-B109..ACTCLGSP,NAE 05 N2 1 VMA 102 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_B109,VAV,102,VAV -> Rm_B109,EBU3B,,Analog Input
3920,EBU3B.RM-B200B..ACTCLGSP,NAE 05 N2 1 VMA 111 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_B200B,VAV,111,VAV -> Rm_B200B,EBU3B,,Analog Input
3936,EBU3B.RM-B200C..ACTCLGSP,NAE 05 N2 1 VMA 112 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_B200C,VAV,112,VAV -> Rm_B200C,EBU3B,,Analog Input
3952,EBU3B.RM-B210..ACTCLGSP,NAE 05 N2 1 VMA 116 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_B210,VAV,116,VAV -> Rm_B210,EBU3B,,Analog Input
3973,EBU3B.RM-B215..ACTCLGSP,NAE 05 N2 1 VMA 101 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_B215,VAV,101,VAV -> Rm_B215,EBU3B,,Analog Input
3989,EBU3B.RM-B220..ACTCLGSP,NAE 05 N2 1 VMA 117 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_B220,VAV,117,VAV -> Rm_B220,EBU3B,,Analog Input
4010,EBU3B.RM-B222..ACTCLGSP,NAE 05 N2 1 VMA 109 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_B222,VAV,109,VAV -> Rm_B222,EBU3B,,Analog Input
4022,EBU3B.RM-B224..ACTCLGSP,NAE 05 N2 1 VMA 110 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_B224,VAV,110,VAV -> Rm_B224,EBU3B,,Analog Input
4034,EBU3B.RM-B225..ACTCLGSP,NAE 05 N2 1 VMA 103 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_B225,VAV,103,VAV -> Rm_B225,EBU3B,,Analog Input
4050,EBU3B.RM-B230..ACTCLGSP,NAE 05 N2 1 VMA 118 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_B230,VAV,118,VAV -> Rm_B230,EBU3B,,Analog Input
4070,EBU3B.RM-B230A..ACTCLGSP,NAE 05 N2 1 VMA 104 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_B230A,VAV,104,VAV -> Rm_B230A,EBU3B,,Analog Input
4082,EBU3B.RM-B240..ACTCLGSP,NAE 05 N2 1 VMA 119 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_B240,VAV,119,VAV -> Rm_B240,EBU3B,,Analog Input
4103,EBU3B.RM-B240A..ACTCLGSP,NAE 05 N2 1 VMA 105 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,,Rm_B240A,VAV,105,VAV -> Rm_B240A,EBU3B,,Analog Input
